date,airline,flight_number,origin,destination,origin_country,destination_country,aircraft_type,passengers_affected,reason,data_source
2026-03-07,FedEx Express,FX3415,Singapore,Paris,Singapore,France,Boeing 787-9 Dreamliner,325,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,FedEx Express,FX1323,Mumbai,Paris,India,France,Airbus A380-800,180,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,FedEx Express,FX2922,Dubai,London,UAE,UK,Airbus A340-600,173,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Gulf Air,GU8649,Dubai,Cairo,UAE,Egypt,Boeing 787-10 Dreamliner,381,Insurance restriction — war zone,Original sample data
2026-03-07,Gulf Air,GF8428,Karachi,Istanbul,Pakistan,Turkey,Airbus A350-900,174,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Gulf Air,GF3658,Abu Dhabi,London,UAE,UK,Boeing 787-10 Dreamliner,246,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Gulf Air,GF6013,London,Dubai,UK,UAE,Boeing 777-300ER,183,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Gulf Air,GF1640,Islamabad,London,Pakistan,UK,Boeing 737 MAX 8,178,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Gulf Air,GF2565,Riyadh,Dubai,Saudi Arabia,UAE,Boeing 737-800,163,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Gulf Air,GF2352,Islamabad,Paris,Pakistan,France,Airbus A380-800,308,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Gulf Air,GF6514,Bahrain,Paris,Bahrain,France,Boeing 737-800,226,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Gulf Air,GF5769,Riyadh,Muscat,Saudi Arabia,Oman,Boeing 777-200LR,293,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,IndiGo,IN2088,Dubai,Frankfurt,UAE,Germany,Airbus A330-300,318,Insurance restriction — war zone,Original sample data
2026-03-07,IndiGo,IN1491,Dubai,Karachi,UAE,Pakistan,Boeing 787-9 Dreamliner,320,Airport closure — military activity,Original sample data
2026-03-07,IndiGo,IN4416,Karachi,Dubai,Pakistan,UAE,Boeing 737-800,335,Airport closure — military activity,Original sample data
2026-03-07,IndiGo,6E5095,Paris,Tehran,France,Iran,Boeing 777-200LR,80,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,IndiGo,6E8077,Doha,Abu Dhabi,Qatar,UAE,Boeing 787-10 Dreamliner,429,Government travel ban,Simulated — scaled from verified sample
2026-03-07,IndiGo,6E1691,Karachi,Delhi,Pakistan,India,Boeing 737 MAX 8,215,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,IndiGo,6E9501,Washington,Islamabad,USA,Pakistan,Boeing 787-9 Dreamliner,178,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,IndiGo,6E9392,Istanbul,Sydney,Turkey,Australia,Boeing 787-9 Dreamliner,202,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,IndiGo,6E4433,Riyadh,Cairo,Saudi Arabia,Egypt,Boeing 777-300ER,288,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,IndiGo,6E4185,Washington,Tehran,USA,Iran,Airbus A340-600,229,Government travel ban,Simulated — scaled from verified sample
2026-03-07,IndiGo,6E1175,Kuwait City,London,Kuwait,UK,Airbus A340-600,218,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,IndiGo,6E1295,Dubai,Paris,UAE,France,Boeing 737 MAX 8,351,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,IndiGo,6E4990,Mumbai,Beirut,India,Lebanon,Airbus A380-800,447,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,IndiGo,6E8247,Tehran,Doha,Iran,Qatar,Airbus A340-600,430,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,IndiGo,6E8311,Beijing,Karachi,China,Pakistan,Boeing 777-200LR,256,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR8266,Dubai,Frankfurt,UAE,Germany,Airbus A380-800,292,Airspace closure — NOTAM,Original sample data
2026-03-07,Iran Air,IR7051,London,Bahrain,UK,Bahrain,Airbus A321neo,316,Diplomatic advisory — do not fly,Original sample data
2026-03-07,Iran Air,IR1791,London,Muscat,UK,Oman,Boeing 777-200LR,421,Fuel supply disruption,Original sample data
2026-03-07,Iran Air,IR7249,Istanbul,Riyadh,Turkey,Saudi Arabia,Boeing 777-200LR,98,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR6425,Frankfurt,Tehran,Germany,Iran,Boeing 737-800,333,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR2941,Doha,Mumbai,Qatar,India,Airbus A320neo,179,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR7322,Paris,London,France,UK,Airbus A350-900,265,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR7407,London,Paris,UK,France,Airbus A320neo,240,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR2723,Delhi,Dubai,India,UAE,Boeing 777-300ER,174,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR7244,Cairo,Paris,Egypt,France,Airbus A330-300,80,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR3750,Karachi,London,Pakistan,UK,Boeing 787-9 Dreamliner,377,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR6011,Tehran,Muscat,Iran,Oman,Boeing 787-10 Dreamliner,236,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR8148,London,Beijing,UK,China,Boeing 737 MAX 8,80,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR1945,Singapore,London,Singapore,UK,Airbus A321neo,108,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR3345,Washington,Dubai,USA,UAE,Boeing 737-800,288,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR2728,Tehran,London,Iran,UK,Airbus A340-600,162,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Iran Air,IR3069,Doha,Kuwait City,Qatar,Kuwait,Boeing 737-800,256,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J99491,London,Beijing,UK,China,Boeing 787-10 Dreamliner,450,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J92567,Lahore,Amman,Pakistan,Jordan,Airbus A330-300,99,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J94363,Singapore,Kuwait City,Singapore,Kuwait,Boeing 787-9 Dreamliner,346,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J99946,Islamabad,London,Pakistan,UK,Airbus A330-300,157,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J93115,Mumbai,Dubai,India,UAE,Airbus A330-300,167,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J93759,Beijing,Abu Dhabi,China,UAE,Boeing 737-800,414,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J91076,Istanbul,London,Turkey,UK,Boeing 787-9 Dreamliner,326,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J99020,Paris,Doha,France,Qatar,Boeing 787-9 Dreamliner,80,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J95166,Lahore,London,Pakistan,UK,Airbus A330-300,333,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J96452,Frankfurt,London,Germany,UK,Airbus A350-900,419,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J97025,Istanbul,London,Turkey,UK,Boeing 777-300ER,202,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Jazeera Airways,J97412,Paris,Doha,France,Qatar,Boeing 777-200LR,80,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,KLM,KL8437,Los Angeles,Abu Dhabi,USA,UAE,Boeing 737-800,327,Government travel ban,Simulated — scaled from verified sample
2026-03-07,KLM,KL6544,Istanbul,Riyadh,Turkey,Saudi Arabia,Airbus A380-800,380,Government travel ban,Simulated — scaled from verified sample
2026-03-07,KLM,KL8388,Abu Dhabi,Kuwait City,UAE,Kuwait,Airbus A321neo,80,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,KLM,KL3253,Mumbai,Doha,India,Qatar,Boeing 787-10 Dreamliner,221,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,KLM,KL6202,Dubai,Cairo,UAE,Egypt,Boeing 787-9 Dreamliner,80,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,KLM,KL4372,Abu Dhabi,Istanbul,UAE,Turkey,Boeing 737-800,211,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,KLM,KL4644,Dubai,Paris,UAE,France,Boeing 737 MAX 8,254,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,KLM,KL5951,London,Paris,UK,France,Boeing 787-9 Dreamliner,204,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,KLM,KL6047,Istanbul,Muscat,Turkey,Oman,Airbus A340-600,153,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,KLM,KL3981,Doha,Istanbul,Qatar,Turkey,Boeing 787-9 Dreamliner,271,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Kuwait Airways,KU4596,Istanbul,Riyadh,Turkey,Saudi Arabia,Boeing 787-9 Dreamliner,310,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Kuwait Airways,KU6581,Abu Dhabi,London,UAE,UK,Airbus A320neo,321,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Kuwait Airways,KU4077,Mumbai,Abu Dhabi,India,UAE,Airbus A330-300,225,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Kuwait Airways,KU8397,Doha,Paris,Qatar,France,Boeing 787-10 Dreamliner,450,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Kuwait Airways,KU8081,Cairo,Riyadh,Egypt,Saudi Arabia,Boeing 737 MAX 8,372,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Kuwait Airways,KU9055,Riyadh,Sydney,Saudi Arabia,Australia,Boeing 787-9 Dreamliner,80,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Kuwait Airways,KU7743,Tehran,Kuwait City,Iran,Kuwait,Airbus A320neo,248,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Kuwait Airways,KU9648,Doha,Paris,Qatar,France,Boeing 737-800,133,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Kuwait Airways,KU3144,Bahrain,Tehran,Bahrain,Iran,Airbus A320neo,335,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Kuwait Airways,KU2438,Doha,Riyadh,Qatar,Saudi Arabia,Boeing 737 MAX 8,335,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH6633,Beirut,Muscat,Lebanon,Oman,Boeing 737-800,258,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH5292,London,Dubai,UK,UAE,Boeing 737 MAX 8,343,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH4731,Istanbul,Amman,Turkey,Jordan,Airbus A340-600,201,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH1194,Frankfurt,Kuwait City,Germany,Kuwait,Airbus A350-900,341,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH4927,Doha,Dubai,Qatar,UAE,Boeing 737 MAX 8,419,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH3844,Abu Dhabi,Paris,UAE,France,Boeing 787-9 Dreamliner,292,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH2081,Abu Dhabi,Karachi,UAE,Pakistan,Boeing 737 MAX 8,120,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH2668,Istanbul,Abu Dhabi,Turkey,UAE,Airbus A350-900,331,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH8899,Mumbai,Riyadh,India,Saudi Arabia,Boeing 787-9 Dreamliner,232,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH6605,Abu Dhabi,Cairo,UAE,Egypt,Boeing 737 MAX 8,80,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH2651,Tehran,Islamabad,Iran,Pakistan,Boeing 737-800,408,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH3933,Dubai,Singapore,UAE,Singapore,Boeing 737 MAX 8,450,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH3418,Islamabad,Dubai,Pakistan,UAE,Airbus A320neo,356,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Lufthansa,LH3291,Tehran,Abu Dhabi,Iran,UAE,Boeing 737-800,370,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Mahan Air,MA5712,New York,Doha,USA,Qatar,Boeing 777-300ER,401,Airport closure — military activity,Original sample data
2026-03-07,Mahan Air,MA462,Bahrain,London,Bahrain,UK,Airbus A380-800,425,Government travel ban,Original sample data
2026-03-07,Mahan Air,W58643,Mumbai,Kuwait City,India,Kuwait,Airbus A320neo,188,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Mahan Air,W54694,London,Islamabad,UK,Pakistan,Airbus A320neo,349,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Mahan Air,W53337,Riyadh,Kuwait City,Saudi Arabia,Kuwait,Boeing 777-300ER,261,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Mahan Air,W57156,Riyadh,Paris,Saudi Arabia,France,Boeing 737 MAX 8,216,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Mahan Air,W54236,Abu Dhabi,Bahrain,UAE,Bahrain,Airbus A350-900,307,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Mahan Air,W55454,Delhi,Riyadh,India,Saudi Arabia,Boeing 777-300ER,283,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Mahan Air,W55043,Bahrain,Abu Dhabi,Bahrain,UAE,Airbus A320neo,238,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Mahan Air,W57528,Paris,Istanbul,France,Turkey,Airbus A330-300,267,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Mahan Air,W58107,Dubai,Kuwait City,UAE,Kuwait,Boeing 777-300ER,209,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Mahan Air,W55014,Mumbai,Doha,India,Qatar,Airbus A340-600,159,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Mahan Air,W53110,Bahrain,London,Bahrain,UK,Boeing 737-800,351,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA9803,Istanbul,Dubai,Turkey,UAE,Airbus A340-600,241,Airspace closure — NOTAM,Original sample data
2026-03-07,Malaysia Airlines,MA6968,Bahrain,London,Bahrain,UK,Airbus A380-800,96,Government travel ban,Original sample data
2026-03-07,Malaysia Airlines,MA4696,Muscat,Doha,Oman,Qatar,Boeing 737 MAX 8,322,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA1352,Riyadh,Doha,Saudi Arabia,Qatar,Airbus A330-300,251,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA4107,Dubai,New York,UAE,USA,Boeing 787-10 Dreamliner,450,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA2062,Frankfurt,Delhi,Germany,India,Boeing 787-10 Dreamliner,277,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA4438,Kuwait City,Riyadh,Kuwait,Saudi Arabia,Airbus A320neo,128,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA1941,Tehran,Frankfurt,Iran,Germany,Airbus A350-900,237,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA3815,Frankfurt,Mumbai,Germany,India,Airbus A330-300,180,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA2986,London,Doha,UK,Qatar,Boeing 777-200LR,267,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA1437,Paris,Doha,France,Qatar,Airbus A340-600,306,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA3057,Riyadh,Karachi,Saudi Arabia,Pakistan,Airbus A330-300,294,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA2436,Bahrain,Delhi,Bahrain,India,Airbus A330-300,249,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Malaysia Airlines,MA8105,Abu Dhabi,London,UAE,UK,Airbus A330-300,233,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Oman Air,OM6425,London,Muscat,UK,Oman,Boeing 777-300ER,223,Diplomatic advisory — do not fly,Original sample data
2026-03-07,Oman Air,OM9182,Washington,Abu Dhabi,USA,UAE,Boeing 787-10 Dreamliner,93,Government travel ban,Original sample data
2026-03-07,Oman Air,OM9398,Doha,Paris,Qatar,France,Airbus A340-600,98,Security risk — conflict zone,Original sample data
2026-03-07,Oman Air,OM2646,Doha,New York,Qatar,USA,Boeing 787-10 Dreamliner,256,Airspace closure — NOTAM,Original sample data
2026-03-07,Oman Air,WY7981,Lahore,Doha,Pakistan,Qatar,Airbus A320neo,347,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY7264,Washington,Frankfurt,USA,Germany,Airbus A320neo,319,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY3102,Tehran,Bahrain,Iran,Bahrain,Airbus A350-900,309,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY6866,Istanbul,Delhi,Turkey,India,Airbus A330-300,344,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY9992,New York,Frankfurt,USA,Germany,Boeing 737-800,279,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY5359,Dubai,London,UAE,UK,Boeing 777-200LR,440,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY9858,Doha,Tehran,Qatar,Iran,Boeing 777-300ER,448,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY7283,Doha,Los Angeles,Qatar,USA,Boeing 787-9 Dreamliner,163,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY4450,Abu Dhabi,Sydney,UAE,Australia,Boeing 737 MAX 8,174,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY5509,Abu Dhabi,Paris,UAE,France,Airbus A330-300,208,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY1087,Frankfurt,London,Germany,UK,Airbus A320neo,269,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY2386,Abu Dhabi,Singapore,UAE,Singapore,Boeing 787-10 Dreamliner,262,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Oman Air,WY9563,Doha,Riyadh,Qatar,Saudi Arabia,Airbus A340-600,376,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PA8328,Karachi,Dubai,Pakistan,UAE,Boeing 777-200LR,216,Insurance restriction — war zone,Original sample data
2026-03-07,Pakistan International Airlines,PA6301,Islamabad,Dubai,Pakistan,UAE,Airbus A320neo,267,Government travel ban,Original sample data
2026-03-07,Pakistan International Airlines,PK6483,Abu Dhabi,Mumbai,UAE,India,Airbus A350-900,195,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK3045,Kuwait City,Lahore,Kuwait,Pakistan,Boeing 737 MAX 8,368,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK7897,Doha,Abu Dhabi,Qatar,UAE,Airbus A340-600,80,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK4889,Mumbai,Paris,India,France,Airbus A380-800,165,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK5909,Los Angeles,Riyadh,USA,Saudi Arabia,Boeing 777-200LR,308,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK9151,Riyadh,Abu Dhabi,Saudi Arabia,UAE,Boeing 777-300ER,290,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK1139,Dubai,Singapore,UAE,Singapore,Airbus A330-300,297,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK9043,Tehran,Doha,Iran,Qatar,Boeing 787-9 Dreamliner,373,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK8171,Mumbai,Washington,India,USA,Boeing 737 MAX 8,205,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK1719,Paris,London,France,UK,Airbus A340-600,450,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK1068,Dubai,Doha,UAE,Qatar,Airbus A320neo,166,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK3042,New York,Istanbul,USA,Turkey,Airbus A340-600,115,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK9693,Kuwait City,Frankfurt,Kuwait,Germany,Boeing 737-800,185,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK7305,Abu Dhabi,Doha,UAE,Qatar,Boeing 777-300ER,169,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK9158,Dubai,Doha,UAE,Qatar,Airbus A320neo,284,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Pakistan International Airlines,PK5959,Islamabad,Los Angeles,Pakistan,USA,Boeing 737 MAX 8,139,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QA316,Dubai,Amman,UAE,Jordan,Boeing 787-9 Dreamliner,335,Security risk — conflict zone,Original sample data
2026-03-07,Qatar Airways,QA1575,Abu Dhabi,Washington,UAE,USA,Boeing 777-200LR,419,Diplomatic advisory — do not fly,Original sample data
2026-03-07,Qatar Airways,QR1769,Doha,Mumbai,Qatar,India,Boeing 737-800,183,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR4153,Sydney,Abu Dhabi,Australia,UAE,Airbus A340-600,133,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR6863,Mumbai,Karachi,India,Pakistan,Boeing 737-800,253,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR6272,Bahrain,Sydney,Bahrain,Australia,Boeing 737 MAX 8,204,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR2388,Abu Dhabi,Kuwait City,UAE,Kuwait,Boeing 777-200LR,268,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR7247,Abu Dhabi,Kuwait City,UAE,Kuwait,Boeing 777-300ER,261,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR4058,London,Paris,UK,France,Airbus A380-800,274,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR4397,Muscat,Frankfurt,Oman,Germany,Boeing 787-9 Dreamliner,173,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR3748,Cairo,Tehran,Egypt,Iran,Boeing 737-800,156,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR9051,Doha,Cairo,Qatar,Egypt,Boeing 737-800,368,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR4482,Kuwait City,Delhi,Kuwait,India,Boeing 787-10 Dreamliner,432,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR3224,Istanbul,Bahrain,Turkey,Bahrain,Airbus A320neo,255,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR6574,Kuwait City,London,Kuwait,UK,Boeing 777-300ER,231,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR7941,Dubai,Cairo,UAE,Egypt,Airbus A340-600,198,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Qatar Airways,QR9351,London,Paris,UK,France,Airbus A340-600,210,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Saudi Arabian Airlines,SV2584,Doha,Istanbul,Qatar,Turkey,Boeing 737 MAX 8,321,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-07,Saudi Arabian Airlines,SV1486,Abu Dhabi,London,UAE,UK,Airbus A340-600,324,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-07,Saudi Arabian Airlines,SV9106,Abu Dhabi,Beijing,UAE,China,Airbus A340-600,270,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Saudi Arabian Airlines,SV7541,Islamabad,London,Pakistan,UK,Airbus A320neo,263,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-07,Saudi Arabian Airlines,SV2035,Abu Dhabi,Tehran,UAE,Iran,Airbus A380-800,333,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Saudi Arabian Airlines,SV9875,Dubai,Moscow,UAE,Russia,Boeing 787-9 Dreamliner,299,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Saudi Arabian Airlines,SV6825,Dubai,Singapore,UAE,Singapore,Boeing 787-9 Dreamliner,403,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-07,Saudi Arabian Airlines,SV2468,Dubai,London,UAE,UK,Boeing 777-200LR,234,Government travel ban,Simulated — scaled from verified sample
2026-03-07,Singapore Airlines,SI9350,Dubai,Karachi,UAE,Pakistan,Airbus A320neo,264,Crew safety — company policy,Original sample data
2026-03-07,Singapore Airlines,SI4111,Abu Dhabi,Sydney,UAE,Australia,Boeing 777-300ER,121,Insurance restriction — war zone,Original sample data
2026-03-07,Singapore Airlines,SI8240,Istanbul,London,Turkey,UK,Airbus A340-600,250,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-07,Singapore Airlines,SI1914,Kuwait City,London,Kuwait,UK,Boeing 777-200LR,450,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-07,Singapore Airlines,SI1722,Doha,Kuwait City,Qatar,Kuwait,Airbus A320neo,136,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-07,Singapore Airlines,SI3808,London,Dubai,UK,UAE,Boeing 777-300ER,406,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
